order_id,order_date,ship_mode,segment,country,city,state,region,category,sub_category,product_id,cost_price,sale_price,quantity,discount_percent,year,month,cost,sales,profit
3149,2023-04-07,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,OFF-PA-10003441,20,30,5,3,2023,4,100,145.5,45.5
3150,2023-08-19,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Labels,OFF-LA-10002043,20,30,3,5,2023,8,60,85.5,25.5
3151,2022-02-28,First Class,Consumer,United States,Newark,Ohio,East,Technology,Accessories,TEC-AC-10002049,1730,2030,6,2,2022,2,10380,11936.4,1556.3999999999996
3152,2023-01-12,First Class,Consumer,United States,Newark,Ohio,East,Technology,Machines,TEC-MA-10000418,1690,1800,2,3,2023,1,3380,3492.0,112.0
3153,2022-03-28,First Class,Consumer,United States,Newark,Ohio,East,Technology,Phones,TEC-PH-10004908,90,100,2,4,2022,3,180,192.0,12.0
3154,2022-11-04,First Class,Consumer,United States,Newark,Ohio,East,Furniture,Furnishings,FUR-FU-10004091,230,260,7,4,2022,11,1610,1747.2,137.20000000000005
3155,2022-07-28,Standard Class,Corporate,United States,Maple Grove,Minnesota,Central,Office Supplies,Binders,OFF-BI-10004600,640,740,2,2,2022,7,1280,1450.3999999999999,170.39999999999986
3156,2022-11-16,Second Class,Home Office,United States,Glendale,Arizona,West,Office Supplies,Paper,OFF-PA-10001289,80,90,3,4,2022,11,240,259.2,19.19999999999999
3157,2022-03-30,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Tables,FUR-TA-10001539,220,280,2,2,2022,3,440,548.8,108.79999999999995
3158,2022-10-17,Standard Class,Corporate,United States,New York City,New York,East,Technology,Accessories,TEC-AC-10001266,30,30,2,3,2022,10,60,58.199999999999996,-1.8000000000000043
3159,2023-06-23,First Class,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Storage,OFF-ST-10001291,70,70,5,4,2023,6,350,336.0,-14.0
3160,2022-01-25,First Class,Consumer,United States,Jacksonville,North Carolina,South,Technology,Accessories,TEC-AC-10001314,100,120,3,4,2022,1,300,345.59999999999997,45.599999999999966
3161,2023-01-16,Second Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,OFF-BI-10004040,10,10,5,4,2023,1,50,48.0,-2.0
3162,2023-01-21,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Envelopes,OFF-EN-10001539,20,20,2,2,2023,1,40,39.2,-0.7999999999999972
3163,2022-02-26,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Envelopes,OFF-EN-10004483,70,80,5,4,2022,2,350,384.0,34.0
3164,2022-04-24,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Art,OFF-AR-10001615,50,60,3,2,2022,4,150,176.4,26.400000000000006
3165,2023-03-12,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,OFF-PA-10000327,40,40,9,2,2023,3,360,352.8,-7.199999999999989
3166,2022-12-25,Standard Class,Consumer,United States,San Francisco,California,West,Technology,Phones,TEC-PH-10001299,210,240,2,3,2022,12,420,465.59999999999997,45.599999999999966
3167,2022-12-27,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,OFF-PA-10002246,20,20,3,5,2022,12,60,57.0,-3.0
3168,2022-10-12,First Class,Consumer,United States,Lansing,Michigan,Central,Furniture,Furnishings,FUR-FU-10002671,70,70,5,2,2022,10,350,343.0,-7.0
3169,2022-09-08,Standard Class,Corporate,United States,Tallahassee,Florida,South,Furniture,Chairs,FUR-CH-10003833,370,390,8,2,2022,9,2960,3057.6,97.59999999999991
3170,2022-11-09,Standard Class,Corporate,United States,Tallahassee,Florida,South,Office Supplies,Paper,OFF-PA-10001667,50,60,13,4,2022,11,650,748.8,98.79999999999995
3171,2023-02-15,Second Class,Consumer,United States,Columbia,South Carolina,South,Office Supplies,Binders,OFF-BI-10002003,20,20,6,4,2023,2,120,115.19999999999999,-4.800000000000011
3172,2022-06-05,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,OFF-BI-10004465,0,0,2,3,2022,6,0,0.0,0.0
3173,2023-03-18,Standard Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Chairs,FUR-CH-10000665,450,530,5,3,2023,3,2250,2570.5,320.5
3174,2022-07-15,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Art,OFF-AR-10004956,10,10,3,3,2022,7,30,29.099999999999998,-0.9000000000000021
3175,2023-12-15,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Art,OFF-AR-10004260,160,180,7,5,2023,12,1120,1197.0,77.0
3176,2023-05-25,Standard Class,Consumer,United States,Fort Collins,Colorado,West,Furniture,Bookcases,FUR-BO-10001811,160,180,2,4,2023,5,320,345.59999999999997,25.599999999999966
3177,2022-09-23,Standard Class,Consumer,United States,Fort Collins,Colorado,West,Technology,Accessories,TEC-AC-10003280,40,50,2,4,2022,9,80,96.0,16.0
3178,2022-09-28,Same Day,Consumer,United States,New York City,New York,East,Office Supplies,Paper,OFF-PA-10004911,20,20,2,2,2022,9,40,39.2,-0.7999999999999972
3179,2023-03-09,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,FUR-FU-10001487,20,20,3,4,2023,3,60,57.599999999999994,-2.4000000000000057
3180,2022-01-23,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,FUR-FU-10000521,50,60,2,5,2022,1,100,114.0,14.0
3181,2023-02-19,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Appliances,OFF-AP-10001271,220,250,5,5,2023,2,1100,1187.5,87.5
3182,2023-03-01,Second Class,Corporate,United States,Columbia,Maryland,East,Office Supplies,Binders,OFF-BI-10004728,10,10,2,2,2023,3,20,19.6,-0.3999999999999986
3183,2023-03-12,Second Class,Corporate,United States,Columbia,Maryland,East,Technology,Accessories,TEC-AC-10004666,660,830,3,2,2023,3,1980,2440.2,460.1999999999998
3184,2023-12-01,Second Class,Corporate,United States,Columbia,Maryland,East,Office Supplies,Storage,OFF-ST-10003208,1500,1630,9,2,2023,12,13500,14376.6,876.6000000000004
3185,2022-05-08,Second Class,Corporate,United States,Columbia,Maryland,East,Office Supplies,Storage,OFF-ST-10003208,500,540,3,2,2022,5,1500,1587.6,87.59999999999991
3186,2023-04-18,First Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Binders,OFF-BI-10000632,20,30,3,5,2023,4,60,85.5,25.5
3187,2022-11-25,First Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Envelopes,OFF-EN-10004773,70,70,3,4,2022,11,210,201.6,-8.400000000000006
3188,2023-01-15,Standard Class,Corporate,United States,Lowell,Massachusetts,East,Technology,Phones,TEC-PH-10004700,60,70,7,5,2023,1,420,465.5,45.5
3189,2022-07-16,Second Class,Corporate,United States,Woodland,California,West,Office Supplies,Labels,OFF-LA-10003714,0,0,1,4,2022,7,0,0.0,0.0
3190,2023-12-23,Second Class,Corporate,United States,Woodland,California,West,Office Supplies,Binders,OFF-BI-10001787,20,20,4,5,2023,12,80,76.0,-4.0
3191,2023-11-23,Standard Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Storage,OFF-ST-10002957,10,10,3,4,2023,11,30,28.799999999999997,-1.2000000000000028
3192,2022-10-14,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,TEC-PH-10002115,70,70,1,3,2022,10,70,67.89999999999999,-2.1000000000000085
3193,2023-01-22,Standard Class,Corporate,United States,Missouri City,Texas,Central,Office Supplies,Binders,OFF-BI-10002557,10,10,7,5,2023,1,70,66.5,-3.5
3194,2023-08-15,First Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,OFF-BI-10002949,0,0,3,5,2023,8,0,0.0,0.0
3195,2023-11-15,First Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,OFF-PA-10004100,30,30,6,3,2023,11,180,174.6,-5.400000000000006
3196,2022-11-04,Standard Class,Home Office,United States,Jackson,Mississippi,South,Office Supplies,Fasteners,OFF-FA-10001883,20,20,3,3,2022,11,60,58.199999999999996,-1.8000000000000043
3197,2022-03-26,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,TEC-PH-10000702,30,30,3,4,2022,3,90,86.39999999999999,-3.6000000000000085
3198,2022-11-22,Same Day,Consumer,United States,Tempe,Arizona,West,Office Supplies,Binders,OFF-BI-10003196,0,0,3,4,2022,11,0,0.0,0.0
3199,2023-02-03,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Technology,Phones,TEC-PH-10001644,100,100,4,4,2023,2,400,384.0,-16.0
3200,2022-03-26,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,OFF-AR-10003183,20,20,7,3,2022,3,140,135.79999999999998,-4.200000000000017
3201,2022-02-24,Second Class,Consumer,United States,Akron,Ohio,East,Furniture,Furnishings,FUR-FU-10000308,120,150,3,2,2022,2,360,441.0,81.0
3202,2023-10-05,Second Class,Consumer,United States,Akron,Ohio,East,Office Supplies,Paper,OFF-PA-10001526,20,20,4,2,2023,10,80,78.4,-1.5999999999999943
3203,2023-11-02,Standard Class,Consumer,United States,San Diego,California,West,Technology,Phones,TEC-PH-10002103,510,600,8,2,2023,11,4080,4704.0,624.0
3204,2022-08-24,Standard Class,Consumer,United States,San Diego,California,West,Technology,Accessories,TEC-AC-10004209,10,10,1,4,2022,8,10,9.6,-0.40000000000000036
3205,2023-08-05,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Furnishings,FUR-FU-10000397,40,40,2,3,2023,8,80,77.6,-2.4000000000000057
3206,2023-07-05,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Paper,OFF-PA-10002137,50,60,8,2,2023,7,400,470.4,70.39999999999998
3207,2023-09-08,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Furnishings,FUR-FU-10001867,40,50,5,2,2023,9,200,245.0,45.0
3208,2023-05-08,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Labels,OFF-LA-10000407,40,40,8,2,2023,5,320,313.6,-6.399999999999977
3209,2023-11-07,Standard Class,Corporate,United States,Fresno,California,West,Technology,Accessories,TEC-AC-10000420,330,350,5,4,2023,11,1650,1680.0,30.0
3210,2022-01-28,Standard Class,Corporate,United States,Fresno,California,West,Technology,Phones,TEC-PH-10002726,350,380,9,2,2022,1,3150,3351.6,201.5999999999999
3211,2022-10-12,Standard Class,Corporate,United States,Pearland,Texas,Central,Office Supplies,Envelopes,OFF-EN-10001415,10,10,3,2,2022,10,30,29.4,-0.6000000000000014
3212,2022-11-03,Standard Class,Corporate,United States,Pearland,Texas,Central,Office Supplies,Binders,OFF-BI-10000773,10,10,7,3,2022,11,70,67.89999999999999,-2.1000000000000085
3213,2023-04-14,Standard Class,Consumer,United States,Richmond,Indiana,Central,Office Supplies,Appliances,OFF-AP-10002350,190,210,11,2,2023,4,2090,2263.8,173.80000000000018
3214,2023-02-14,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,OFF-AR-10001919,0,0,1,4,2023,2,0,0.0,0.0
3215,2022-02-26,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,OFF-AP-10002082,30,30,2,2,2022,2,60,58.8,-1.2000000000000028
3216,2023-01-09,First Class,Consumer,United States,San Mateo,California,West,Office Supplies,Labels,OFF-LA-10002762,70,80,6,3,2023,1,420,465.59999999999997,45.599999999999966
3217,2023-01-18,Standard Class,Consumer,United States,Oakland,California,West,Technology,Accessories,TEC-AC-10002800,120,150,3,4,2023,1,360,432.0,72.0
3218,2023-12-04,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Binders,OFF-BI-10003925,860,930,3,5,2023,12,2580,2650.5,70.5
3219,2023-09-12,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,TEC-PH-10002200,340,430,2,3,2023,9,680,834.1999999999999,154.19999999999993
3220,2023-02-16,Standard Class,Corporate,United States,Lakewood,New Jersey,East,Office Supplies,Paper,OFF-PA-10001295,80,90,5,3,2023,2,400,436.5,36.5
3221,2022-07-20,Standard Class,Corporate,United States,Lakewood,New Jersey,East,Office Supplies,Envelopes,OFF-EN-10002500,40,50,4,5,2022,7,160,190.0,30.0
3222,2022-04-12,Standard Class,Corporate,United States,Lakewood,New Jersey,East,Technology,Accessories,TEC-AC-10000892,70,90,1,2,2022,4,70,88.2,18.200000000000003
3223,2023-08-23,First Class,Corporate,United States,Tempe,Arizona,West,Office Supplies,Paper,OFF-PA-10001838,10,10,2,3,2023,8,20,19.4,-0.6000000000000014
3224,2023-02-10,First Class,Corporate,United States,Tempe,Arizona,West,Office Supplies,Fasteners,OFF-FA-10000735,0,0,2,3,2023,2,0,0.0,0.0
3225,2022-03-18,First Class,Corporate,United States,Tempe,Arizona,West,Technology,Phones,TEC-PH-10001760,270,320,2,5,2022,3,540,608.0,68.0
3226,2023-10-22,First Class,Corporate,United States,Tempe,Arizona,West,Office Supplies,Envelopes,OFF-EN-10004846,10,10,6,5,2023,10,60,57.0,-3.0
3227,2022-02-07,First Class,Corporate,United States,Tempe,Arizona,West,Office Supplies,Supplies,OFF-SU-10003567,20,20,2,4,2022,2,40,38.4,-1.6000000000000014
3228,2022-10-01,First Class,Corporate,United States,Tempe,Arizona,West,Technology,Phones,TEC-PH-10001557,220,230,3,3,2022,10,660,669.3,9.299999999999955
3229,2022-12-15,First Class,Corporate,United States,Tempe,Arizona,West,Technology,Accessories,TEC-AC-10003038,10,10,1,3,2022,12,10,9.7,-0.3000000000000007
3230,2023-04-24,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,OFF-ST-10004459,330,380,1,4,2023,4,330,364.8,34.80000000000001
3231,2023-07-14,Second Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,FUR-FU-10004960,100,110,5,2,2023,7,500,539.0,39.0
3232,2023-07-17,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,OFF-BI-10000632,30,30,3,2,2023,7,90,88.2,-1.7999999999999972
3233,2023-08-21,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,OFF-BI-10001107,0,0,1,2,2023,8,0,0.0,0.0
3234,2022-09-15,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,OFF-ST-10002301,30,30,2,2,2022,9,60,58.8,-1.2000000000000028
3235,2023-10-26,First Class,Consumer,United States,Riverside,California,West,Office Supplies,Binders,OFF-BI-10003355,0,0,1,5,2023,10,0,0.0,0.0
3236,2023-06-08,Same Day,Consumer,United States,Fairfield,Connecticut,East,Furniture,Tables,FUR-TA-10002903,160,180,1,2,2023,6,160,176.4,16.400000000000006
3237,2022-10-27,Same Day,Consumer,United States,New York City,New York,East,Office Supplies,Storage,OFF-ST-10001580,40,40,3,3,2022,10,120,116.39999999999999,-3.6000000000000085
3238,2023-02-14,Same Day,Consumer,United States,New York City,New York,East,Office Supplies,Binders,OFF-BI-10000315,40,50,3,2,2023,2,120,147.0,27.0
3239,2022-08-26,Standard Class,Corporate,United States,Houston,Texas,Central,Furniture,Chairs,FUR-CH-10003774,280,320,5,5,2022,8,1400,1520.0,120.0
3240,2022-05-09,Standard Class,Corporate,United States,Houston,Texas,Central,Technology,Phones,TEC-PH-10003095,100,120,7,5,2022,5,700,798.0,98.0
3241,2022-06-10,Standard Class,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,FUR-FU-10000023,10,10,3,5,2022,6,30,28.5,-1.5
3242,2022-09-29,First Class,Corporate,United States,Arlington,Virginia,South,Office Supplies,Storage,OFF-ST-10002214,50,60,5,2,2022,9,250,294.0,44.0
3243,2022-12-16,Second Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,OFF-BI-10002799,10,10,13,4,2022,12,130,124.8,-5.200000000000003
3244,2022-08-15,Standard Class,Consumer,United States,Grand Prairie,Texas,Central,Technology,Phones,TEC-PH-10004912,190,220,5,4,2022,8,950,1056.0,106.0
3245,2022-01-06,Standard Class,Consumer,United States,Grand Prairie,Texas,Central,Furniture,Chairs,FUR-CH-10002602,270,320,3,5,2022,1,810,912.0,102.0
3246,2022-10-13,Second Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,TEC-AC-10004510,40,50,3,2,2022,10,120,147.0,27.0
3247,2023-11-15,Second Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Storage,OFF-ST-10000060,270,320,5,4,2023,11,1350,1536.0,186.0
3248,2023-12-20,Second Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Art,OFF-AR-10000799,20,20,3,3,2023,12,60,58.199999999999996,-1.8000000000000043
3249,2023-11-10,Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Chairs,FUR-CH-10004875,100,110,2,4,2023,11,200,211.2,11.199999999999989
3250,2022-06-16,Standard Class,Home Office,United States,Seattle,Washington,West,Technology,Phones,TEC-PH-10002085,100,110,2,2,2022,6,200,215.6,15.599999999999994
3251,2022-04-06,Standard Class,Corporate,United States,Grand Rapids,Michigan,Central,Office Supplies,Fasteners,OFF-FA-10000992,20,20,7,2,2022,4,140,137.2,-2.8000000000000114
3252,2022-09-06,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,FUR-FU-10001473,50,60,3,5,2022,9,150,171.0,21.0
3253,2023-04-07,Second Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Art,OFF-AR-10003045,10,10,3,4,2023,4,30,28.799999999999997,-1.2000000000000028
3254,2023-12-07,Second Class,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,TEC-PH-10001536,30,30,2,2,2023,12,60,58.8,-1.2000000000000028
3255,2023-01-22,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,TEC-PH-10001580,90,110,1,3,2023,1,90,106.7,16.700000000000003
3256,2022-07-10,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,OFF-BI-10004209,20,20,3,5,2022,7,60,57.0,-3.0
3257,2023-04-21,Standard Class,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Labels,OFF-LA-10001613,0,0,2,3,2023,4,0,0.0,0.0
3258,2022-02-20,Second Class,Corporate,United States,Franklin,Tennessee,South,Furniture,Tables,FUR-TA-10001676,60,80,3,5,2022,2,180,228.0,48.0
3259,2022-11-23,Second Class,Corporate,United States,Franklin,Tennessee,South,Office Supplies,Binders,OFF-BI-10003712,0,0,2,2,2022,11,0,0.0,0.0
3260,2022-10-12,Standard Class,Home Office,United States,Highland Park,Illinois,Central,Office Supplies,Binders,OFF-BI-10000285,0,0,2,2,2022,10,0,0.0,0.0
3261,2023-11-24,First Class,Corporate,United States,Pasadena,Texas,Central,Office Supplies,Paper,OFF-PA-10004609,20,20,4,5,2023,11,80,76.0,-4.0
3262,2023-12-01,First Class,Corporate,United States,San Francisco,California,West,Technology,Accessories,TEC-AC-10001314,80,100,2,4,2023,12,160,192.0,32.0
3263,2022-01-16,First Class,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,OFF-PA-10003395,590,730,7,5,2022,1,4130,4854.5,724.5
3264,2022-01-08,First Class,Corporate,United States,San Francisco,California,West,Office Supplies,Appliances,OFF-AP-10001242,190,240,3,2,2022,1,570,705.6,135.60000000000002
3265,2023-03-15,Second Class,Corporate,United States,Miami,Florida,South,Office Supplies,Labels,OFF-LA-10001641,10,10,4,4,2023,3,40,38.4,-1.6000000000000014
3266,2023-07-14,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,OFF-ST-10003816,230,280,2,4,2023,7,460,537.6,77.60000000000002
3267,2023-11-10,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,OFF-EN-10002230,190,200,3,4,2023,11,570,576.0,6.0
3268,2023-09-06,Standard Class,Consumer,United States,Decatur,Alabama,South,Technology,Phones,TEC-PH-10002660,120,140,2,2,2023,9,240,274.4,34.39999999999998
3269,2022-12-15,Standard Class,Consumer,United States,Decatur,Alabama,South,Technology,Phones,TEC-PH-10003171,40,40,1,2,2022,12,40,39.2,-0.7999999999999972
3270,2022-08-13,Standard Class,Corporate,United States,Sioux Falls,South Dakota,Central,Technology,Accessories,TEC-AC-10003709,0,0,3,2,2022,8,0,0.0,0.0
3271,2022-01-23,Standard Class,Corporate,United States,Sioux Falls,South Dakota,Central,Office Supplies,Fasteners,OFF-FA-10000304,10,10,3,5,2022,1,30,28.5,-1.5
3272,2022-01-05,Second Class,Corporate,United States,Visalia,California,West,Technology,Accessories,TEC-AC-10003709,10,10,8,2,2022,1,80,78.4,-1.5999999999999943
3273,2022-07-14,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,FUR-CH-10002774,180,200,5,2,2022,7,900,980.0,80.0
3274,2023-11-13,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Copiers,TEC-CO-10001046,2760,3360,6,4,2023,11,16560,19353.6,2793.5999999999985
3275,2023-08-24,Standard Class,Corporate,United States,Overland Park,Kansas,Central,Office Supplies,Fasteners,OFF-FA-10003495,20,20,3,5,2023,8,60,57.0,-3.0
3276,2023-12-30,Standard Class,Corporate,United States,Overland Park,Kansas,Central,Office Supplies,Art,OFF-AR-10004685,30,30,6,3,2023,12,180,174.6,-5.400000000000006
3277,2022-11-05,Second Class,Corporate,United States,Alexandria,Virginia,South,Office Supplies,Art,OFF-AR-10004757,20,20,7,2,2022,11,140,137.2,-2.8000000000000114
3278,2023-10-03,Second Class,Corporate,United States,Alexandria,Virginia,South,Technology,Phones,TEC-PH-10001615,30,30,1,4,2023,10,30,28.799999999999997,-1.2000000000000028
3279,2023-11-06,Second Class,Corporate,United States,Alexandria,Virginia,South,Office Supplies,Paper,OFF-PA-10003349,10,10,2,5,2023,11,20,19.0,-1.0
3280,2023-11-07,Second Class,Corporate,United States,Alexandria,Virginia,South,Office Supplies,Art,OFF-AR-10000127,20,20,7,3,2023,11,140,135.79999999999998,-4.200000000000017
3281,2023-02-21,Second Class,Corporate,United States,Alexandria,Virginia,South,Office Supplies,Supplies,OFF-SU-10002881,3790,4160,5,5,2023,2,18950,19760.0,810.0
3282,2023-03-06,Standard Class,Consumer,United States,Raleigh,North Carolina,South,Technology,Accessories,TEC-AC-10001109,50,50,2,4,2023,3,100,96.0,-4.0
3283,2022-03-25,Standard Class,Consumer,United States,Raleigh,North Carolina,South,Office Supplies,Paper,OFF-PA-10000682,0,0,1,5,2022,3,0,0.0,0.0
3284,2022-09-28,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,FUR-FU-10000221,20,20,3,4,2022,9,60,57.599999999999994,-2.4000000000000057
3285,2023-07-21,Standard Class,Consumer,United States,Fairfield,Ohio,East,Office Supplies,Binders,OFF-BI-10002429,50,60,7,3,2023,7,350,407.4,57.39999999999998
3286,2023-10-11,Standard Class,Home Office,United States,Muskogee,Oklahoma,Central,Office Supplies,Art,OFF-AR-10002375,10,10,2,3,2023,10,20,19.4,-0.6000000000000014
3287,2023-07-29,Standard Class,Home Office,United States,Muskogee,Oklahoma,Central,Office Supplies,Appliances,OFF-AP-10000595,10,10,3,3,2023,7,30,29.099999999999998,-0.9000000000000021
3288,2022-05-28,First Class,Consumer,United States,Temecula,California,West,Technology,Phones,TEC-PH-10001530,440,490,3,2,2022,5,1320,1440.6,120.59999999999991
3289,2023-12-24,First Class,Consumer,United States,Temecula,California,West,Office Supplies,Binders,OFF-BI-10000050,30,30,5,2,2023,12,150,147.0,-3.0
3290,2022-01-26,First Class,Consumer,United States,Temecula,California,West,Technology,Accessories,TEC-AC-10001552,210,250,5,3,2022,1,1050,1212.5,162.5
3291,2022-05-01,First Class,Consumer,United States,Temecula,California,West,Technology,Accessories,TEC-AC-10003399,40,40,1,3,2022,5,40,38.8,-1.2000000000000028
3292,2022-03-16,Standard Class,Consumer,United States,Sterling Heights,Michigan,Central,Office Supplies,Art,OFF-AR-10004078,10,10,2,5,2022,3,20,19.0,-1.0
3293,2023-05-01,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Supplies,OFF-SU-10002189,10,10,3,5,2023,5,30,28.5,-1.5
3294,2023-03-19,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Furnishings,FUR-FU-10001852,0,0,2,5,2023,3,0,0.0,0.0
3295,2022-01-05,First Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,OFF-BI-10003638,30,30,8,2,2022,1,240,235.2,-4.800000000000011
3296,2023-02-08,First Class,Home Office,United States,New York City,New York,East,Technology,Machines,TEC-MA-10002428,1620,1700,11,3,2023,2,17820,18139.0,319.0
3297,2023-03-27,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,OFF-BI-10001036,20,20,7,5,2023,3,140,133.0,-7.0
3298,2022-06-23,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Appliances,OFF-AP-10004708,110,120,4,4,2022,6,440,460.79999999999995,20.799999999999955
3299,2022-11-23,Same Day,Corporate,United States,San Francisco,California,West,Technology,Machines,TEC-MA-10000488,1540,1920,3,4,2022,11,4620,5529.599999999999,909.5999999999995
3300,2023-08-11,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,OFF-BI-10003656,40,50,1,3,2023,8,40,48.5,8.5
3301,2023-01-26,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,OFF-ST-10003656,70,80,1,5,2023,1,70,76.0,6.0
3302,2022-03-15,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,TEC-PH-10001128,500,540,6,4,2022,3,3000,3110.4,110.40000000000009
3303,2023-12-06,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,FUR-FU-10001473,50,60,3,3,2023,12,150,174.6,24.599999999999994
3304,2022-11-29,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,OFF-BI-10004656,0,0,3,5,2022,11,0,0.0,0.0
3305,2023-02-02,Second Class,Corporate,United States,Laredo,Texas,Central,Office Supplies,Envelopes,OFF-EN-10004955,10,10,3,2,2023,2,30,29.4,-0.6000000000000014
3306,2023-03-12,Second Class,Corporate,United States,Laredo,Texas,Central,Technology,Phones,TEC-PH-10002468,210,220,2,4,2023,3,420,422.4,2.3999999999999773
3307,2022-09-22,Second Class,Corporate,United States,Laredo,Texas,Central,Technology,Phones,TEC-PH-10000576,280,330,3,3,2022,9,840,960.3,120.29999999999995
3308,2022-01-31,Second Class,Corporate,United States,Laredo,Texas,Central,Office Supplies,Binders,OFF-BI-10002160,0,0,3,4,2022,1,0,0.0,0.0
3309,2023-10-21,Second Class,Corporate,United States,Laredo,Texas,Central,Technology,Accessories,TEC-AC-10003628,50,50,2,3,2023,10,100,97.0,-3.0
3310,2023-09-01,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Binders,OFF-BI-10001116,30,30,6,2,2023,9,180,176.4,-3.5999999999999943
3311,2023-02-01,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,OFF-BI-10002026,220,230,5,3,2023,2,1100,1115.5,15.5
3312,2022-02-21,Second Class,Corporate,United States,Gulfport,Mississippi,South,Furniture,Furnishings,FUR-FU-10003691,80,90,7,4,2022,2,560,604.8,44.799999999999955
3313,2022-05-17,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,FUR-CH-10002602,530,600,5,3,2022,5,2650,2910.0,260.0
3314,2023-09-27,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Paper,OFF-PA-10000675,70,80,2,2,2023,9,140,156.8,16.80000000000001
3315,2022-08-24,Standard Class,Consumer,United States,Oceanside,New York,East,Furniture,Chairs,FUR-CH-10002602,240,270,2,5,2022,8,480,513.0,33.0
